   Cores     AvgAgg     AvgDistCores     Stem     Petal
 555          1   117.0000     0.0000     1.0000     0.0000
 556          1   116.0000     0.0000     1.0000     0.0000
 557          1   116.0000     0.0000     1.0000     0.0000
 558          1   117.0000     0.0000     1.0000     0.0000
 559          1   117.0000     0.0000     1.0000     0.0000
 560          1   117.0000     0.0000     1.0000     0.0000
 561          1   117.0000     0.0000     1.0000     0.0000
 562          1   117.0000     0.0000     1.0000     0.0000
 563          1   117.0000     0.0000     1.0000     0.0000
 564          1   117.0000     0.0000     1.0000     0.0000
 565          1   117.0000     0.0000     1.0000     0.0000
 566          2    58.0000     0.0000     1.0000     0.0000
 567          1   115.0000     0.0000     1.0000     0.0000
 568          1   116.0000     0.0000     1.0000     0.0000
 569          1   116.0000     0.0000     1.0000     0.0000
 570          1   117.0000     0.0000     1.0000     0.0000
 571          1   117.0000     0.0000     1.0000     0.0000
 572          1   116.0000     0.0000     1.0000     0.0000
 573          1   117.0000     0.0000     1.0000     0.0000
 574          1   116.0000     0.0000     1.0000     0.0000
 575          1   117.0000     0.0000     1.0000     0.0000
 576          1   117.0000     0.0000     1.0000     0.0000
 577          1   117.0000     0.0000     1.0000     0.0000
 578          1   117.0000     0.0000     1.0000     0.0000
 579          1   117.0000     0.0000     1.0000     0.0000
 580          1   117.0000     0.0000     1.0000     0.0000
 581          1   116.0000     0.0000     1.0000     0.0000
 582          1   117.0000     0.0000     1.0000     0.0000
 583          1   117.0000     0.0000     1.0000     0.0000
 584          1   117.0000     0.0000     1.0000     0.0000
 585          1   117.0000     0.0000     1.0000     0.0000
 586          1   117.0000     0.0000     1.0000     0.0000
 587          1   117.0000     0.0000     1.0000     0.0000
 588          1   117.0000     0.0000     1.0000     0.0000
 589          1   117.0000     0.0000     1.0000     0.0000
 590          1   116.0000     0.0000     1.0000     0.0000
 591          1   116.0000     0.0000     1.0000     0.0000
 592          1   117.0000     0.0000     1.0000     0.0000
 593          1   117.0000     0.0000     1.0000     0.0000
 594          1   117.0000     0.0000     1.0000     0.0000
 595          1   117.0000     0.0000     1.0000     0.0000
 596          1   116.0000     0.0000     1.0000     0.0000
 597          1   117.0000     0.0000     1.0000     0.0000
 598          1   116.0000     0.0000     1.0000     0.0000
 599          1   116.0000     0.0000     1.0000     0.0000
 600          1   117.0000     0.0000     1.0000     0.0000
